TI1;TI2;TI3;TI4;TI5;TC1;TC2;TI6;LC1;TI7
0,56186;1,4958;2,0606;0,42485;-0,1805;0,02677;-0,7261;-1,2648;-0,33942;-0,011819
0,27871;0,9601;2,1984;1,149;-0,22589;0,063282;-0,80889;-1,0439;-0,53182;-0,24298
0,21087;0,5791;1,442;1,7721;-0,22589;0,099795;-0,77291;-0,2675;-0,68796;-0,30237
0,14299;0,44688;1,0197;1,7721;0,010691;0,084098;-0,69012;-2,5369;-0,65296;-0,45191
0,13509;0,34334;0,59729;1,7721;0,44081;0,047586;-0,60734;-0,66188;-0,68657;-0,60151
0,13509;0,34334;0,58567;1,7721;1,2975;0,011073;-0,52455;-2,3578;-0,72064;-0,75105
-0,021667;0,28691;0,62833;1,3292;1,2975;-0,025439;-0,44176;-1,1693;-0,58526;-0,90065
-0,14992;0,026579;0,67099;0,82784;1,2975;-0,061951;-0,44795;-1,0439;-0,31424;-0,948
-0,10362;-0,094041;0,71365;0,64071;1,2975;0,0061255;-0,48934;-1,0295;-0,089503;-0,948
0,11014;0,010074;0,68741;0,5883;1,2975;0,11566;-0,53074;-1,4918;0,39527;-0,85393
0,13509;0,58583;0,55027;0,53589;1,2828;0,2252;-0,57213;-1,3843;0,9233;-0,41977
0,13509;0,47128;0,41309;0,4834;0,98952;0,33474;-0,61352;-1,6419;1,1469;0,014391
0,067744;0,35673;0,27595;0,43099;0,75981;0,44427;-0,65492;-1,9636;1,0455;0,4485
-0,2432;-0,44051;0,25994;0,42485;0,70152;0,50143;-0,69631;-1,441;0,82214;0,69953
-0,43494;-0,57157;0,16632;0,42485;0,43269;0,53794;-0,73771;-1,6829;0,43056;0,65604
0,29998;-0,24972;-0,46908;0,29972;0,31176;0,57445;-0,7791;-1,5216;-0,15051;0,61255
0,53554;0,53788;-0,28905;-0,24453;0,31176;0,61096;-0,82049;-1,2123;-0,89798;0,014449
0,39955;0,47797;-0,10908;-0,15742;0,31176;0,64748;-0,83229;-0,84975;-1,7482;-0,46102
0,091451;0,14479;-0,02806;-0,070222;0,2729;0,65788;-0,83229;-2,1786;-2,1311;-0,93654
-0,12675;-0,38569;-0,02806;0,016893;0,093684;0,65788;-0,83229;-0,98113;-2,2342;-1,412
-0,019892;-0,29522;-0,083507;0,10401;-0,085534;0,65788;-0,83229;-0,54819;-1,6776;-1,9342
0,087012;-0,2048;-0,33952;-0,0043547;-0,22589;0,65788;-0,83229;-0,5661;-0,82674;-1,9342
0,52701;0,021137;-0,59554;-0,40263;-0,22589;0,65788;-0,83229;-0,74526;0,021116;-1,9342
1,9576;1,1984;-0,62447;-0,50147;-0,25236;0,60551;-0,83229;-1,223;0,55653;-1,6799
1,9527;2,0352;0,16753;-0,50147;-0,37454;0,53248;-0,83229;-0,93939;0,81778;-0,93158
0,88741;1,717;1,0838;0,13076;-0,49673;0,45946;-0,83229;-0,84975;0,89093;-0,60278
0,73194;0,98847;1,575;0,84657;-0,61892;0,38643;-0,77291;-1,1275;0,87256;-0,27686
0,50721;0,819;1,6149;1,7859;-0,52604;0,31341;-0,69012;-1,223;0,73567;0,046707
0,13509;0,64953;1,2858;2,0615;-0,25721;0,24038;-0,60734;-0,77395;0,66813;0,37033
0,13509;0,44576;0,96558;2,2226;0,011613;0,16736;-0,52455;0,56865;0,76376;0,40806
0,00070776;0,23749;0,67758;1,97;0,87152;0,094335;-0,44176;0,56865;0,98733;0,4807
-0,24355;0,029211;0,54798;1,6992;1,3052;0,02131;-0,47774;0,56865;1,0785;0,61278
-0,62291;-0,24116;0,54798;1,3623;1,3411;-0,051714;-0,56053;0,56865;1,036;0,87131
-1,4903;-0,73582;0,23114;1,0255;1,3769;0,0061255;-0,64331;-0,74526;0,78503;1,0861
-1,7651;-1,2305;-0,02806;0,68871;1,4128;0,11566;-0,7261;-1,0439;0,76287;1,0861
-1,7651;-1,7252;-0,70647;0,14233;1,4486;0,2252;-0,80889;-0,2675;0,57281;1,0861
-0,14992;-1,1364;-1,5641;-0,68192;1,3685;0,33474;-0,83229;-1,2409;0,44752;1,0861
2,136;1,1071;-1,5641;-1,3349;0,86926;0,44427;-0,83229;-1,4998;0,44677;0,75939
1,9389;2,4436;-0,32032;-1,5688;0,37005;0,44922;-0,83229;-1,0618;0,21803;0,96123
0,93953;1,6799;0,76878;-1,2242;-0,6824;0,41271;-0,83229;-1,223;-0,31908;0,86699
0,035958;0,60113;1,7877;-0,28498;-0,85223;0,3762;-0,83229;-1,1066;-0,94071;0,46871
-0,11761;0,05446;1,6232;0,65078;-1,0221;0,33968;-0,75821;-1,0439;-1,2741;0,07044
-0,058826;0,0046768;0,63963;1,2402;-1,1918;0,30317;-0,65472;-0,08828;-1,6658;-0,32783
-9,13E-05;-0,045151;0,37779;1,5509;-0,73666;0,24038;-0,55124;-1,2015;-1,8354;-0,96142
0,058688;-0,094933;0,25994;1,4131;0,33144;0,16736;-0,44776;-0,67059;-1,8019;-1,2304
0,11747;-0,13397;0,25994;1,1427;0,72572;0,094335;-0,47774;0,90906;-1,7514;-1,5962
0,13509;-0,13397;0,25994;0,62898;1,12;0,02131;-0,56053;-1,88;-1,048;-1,8109
0,13509;-0,13397;0,2926;0,55981;1,2975;-0,051714;-0,64331;-1,0439;0,18456;-1,8109
0,13509;-0,13397;0,35199;0,49056;1,2975;-0,019979;-0,7261;0,38949;0,97585;-1,6907
0,13509;-0,13397;0,41139;0,42194;1,2537;0,053045;-0,80889;0,38949;1,3195;-0,92098
0,12608;-0,13397;0,47078;0,36386;1,0522;0,12607;-0,86189;-0,74526;1,3193;-0,38043
-0,053898;-0,13397;0,53018;0,30578;0,8387;0,19909;-0,90328;-1,9994;1,3191;0,16007
-0,23392;-0,13397;0,43225;0,24771;0,62363;0,27212;-0,94467;-1,7964;1,3189;1,1045
-0,41394;-0,13397;0,26685;0,18963;0,40857;0,31887;-0,98607;-1,5216;1,3187;1,3027
-1,0387;-1,081;0,1015;0,11739;0,31176;0,35538;-1,0275;-1,3198;1,1602;0,8913
-1,48;-1,7569;-0,15286;0,039085;0,31176;0,39189;-0,94042;-1,88;0,65486;0,69406
-1,0478;-1,7569;-1,2487;-0,30883;0,31176;0,4284;-0,80231;-0,76022;-0,13248;0,49683
1,6552;0,056958;-1,7179;-1,0366;0,10826;0,46492;-0,6644;-0,5661;-1,0851;0,20466
2,7003;2,4436;-1,3353;-1,3304;-0,12221;0,44922;-0,59573;-0,5661;-1,8359;-0,4628
1,089;1,6512;0,28874;-1,1913;-0,37379;0,41271;-0,55434;-0,20476;-2,1191;-0,62133
0,3552;0,61452;1,1023;-0,52051;-0,69186;0,3762;-0,51294;-0,5661;-1,6464;-1,1329
0,095181;0,30899;1,4681;0,22048;-1,0504;0,33968;-0,47155;0,58656;-0,74398;-1,1329
0,038177;0,003517;1,2224;0,67746;-1,0342;0,30317;-0,43016;1,2256;-0,125;-1,1329
-0,018826;-0,11296;0,47118;1,0985;-0,71154;0,21428;-0,44795;-0,5661;0,26925;-0,81384
-0,075829;-0,07477;0,27084;1,0985;-0,09349;0,10474;-0,48934;0,70601;0,6082;-0,5272
-0,13283;-0,036586;0,070452;1,0438;0,51786;-0,004794;-0,53074;0,27004;0,51574;-0,079619
-0,14992;0,0015989;-0,12989;0,79117;1,0248;-0,11433;-0,57213;-0,74526;0,49734;0,029195
-0,14992;0,039784;-0,10692;0,33781;0,94798;-0,22387;-0,61352;0,92697;0,5469;0,13795
-0,14992;-0,04805;0,098804;-0,24398;0,87119;-0,22881;-0,62532;0,38949;0,76344;0,26894
-0,19694;-0,44899;0,24123;-0,14719;0,79439;-0,1923;-0,62532;-0,08828;0,91328;0,48024
-0,28244;-0,51773;0,15483;-0,050391;0,68586;-0,15579;-0,62532;-0,38694;1,2587;0,69159
-0,36795;-0,17407;0,068433;0,046404;0,55144;-0,11928;-0,62532;0,56865;1,319;1,2224
-0,55845;-0,55065;-0,017967;0,1432;0,41703;-0,082766;-0,62532;-0,5661;1,2492;1,5333
-1,1285;-1,0223;-0,25931;0,10731;0,2868;-0,046254;-0,40288;-1,1394;1,1042;1,7319
-1,3608;-1,4705;-0,53686;0,014611;0,17157;-0,0097419;-0,09243;-0,23167;0,77951;1,8206
-1,0499;-1,4705;-1,5993;-0,49494;0,056333;0,02677;-0,30114;-0,77312;-0,028055;1,3724
-0,23068;-1,1809;-2,3033;-1,0597;-0,058818;0,063282;-0,71507;-1,3766;-0,89325;0,68335
2,0081;0,70855;-1,8864;-1,5961;-0,17405;0,099795;-1,129;-0,5661;-1,6697;0,10806
1,622;1,5858;-1,2254;-1,5961;-0,41072;0,057823;-1,1277;-0,72735;-2,1948;-0,46724
0,95689;1,2942;0,25994;-1,3182;-1,2195;-0,015202;-0,96208;-0,70943;-2,1299;-0,74546
0,3224;0,83595;1,2998;-0,63997;-1,3777;-0,088226;-0,79651;-0,38694;-1,4816;-1,2562
0,2681;0,056958;1,4792;0,57641;-1,5359;-0,16125;-0,63093;-0,70943;-0,23034;-1,2562
0,2138;0,056958;0,90318;1,4016;-1,5335;-0,23427;-0,46536;-0,2675;0,092428;-1,2562
0,15951;0,056958;0,48707;1,5409;-0,95097;-0,3073;-0,34427;-0,42277;0,45645;-0,87006
0,13509;0,056958;0,32817;1,4513;0,042934;-0,38032;-0,24079;-0,83485;0,62017;-0,44978
0,2657;0,056958;0,16928;1,3616;0,34358;-0,45335;-0,13731;-0,96026;0,70964;-0,34898
0,50322;0,14626;0,01034;0,87412;0,75981;-0,52637;-0,033822;-0,74526;0,90378;0,038239
0,61012;0,2473;-0,14855;0,33419;0,75981;-0,5994;-0,59766;-0,74526;0,58931;0,59579
0,61012;0,35927;-0,077361;-0,047086;0,75981;-0,54156;-0,38741;-2,1786;0,74099;0,6527
0,59161;0,6775;0,18211;-0,36045;0,75981;-0,43202;0,2335;-0,86471;1,165;0,70962
0,5061;0,6788;0,31036;-0,38233;0,75981;-0,32248;-0,62881;-1,4938;1,3195;0,8796
0,4206;0,42074;0,38236;-0,16584;0,44316;-0,21295;-0,95028;-1,4022;1,3195;1,0645
0,33509;0,27215;0,45436;0,0038296;0,084723;-0,10341;-0,8261;-1,5216;1,2743;1,7641
0,11529;0,17049;0,52636;0,0038296;-0,013595;-0,072359;-0,70192;-1,4414;1,0597;1,7641
-0,12222;0,068823;0,29794;0,0038296;-0,077578;-0,072359;-0,57774;-1,0439;0,30931;1,6116
-1,0387;-0,84252;-0,059327;0,37574;-0,14164;-0,072359;-0,45356;-1,095;-0,85651;0,94429
-1,48;-1,8364;-1,1161;0,14595;-0,20563;-0,072359;-0,50733;-1,4022;-1,7656;0,26629
0,13509;-1,1292;-1,7561;-0,50147;-0,33527;-0,072359;-0,63151;-0,70156;-2,3474;-0,45485
2,6832;1,4393;-1,7273;-1,1751;-0,49522;-0,046254;-0,75569;-0,63754;-2,4539;-0,92156
1,5982;2,0538;-0,93732;-1,1751;-0,65526;-0,0097419;-0,87987;-0,57358;-2,1506;-1,4935
0,73625;1,1071;0,56718;-1,1751;-0,93305;0,02677;-1,0041;-1,4022;-1,6903;-1,8325
0,32164;0,5373;1,2226;-0,5442;-1,2117;0,063282;-0,97988;-0,23167;-0,71388;-1,8867
0,13509;0,29615;0,97886;0,17003;-1,2117;0,099795;-0,89709;-0,44582;0,053928;-1,8188
0,13509;0,05495;0,73514;0,88419;-1,1185;0,057823;-0,8143;-0,08828;0,22381;-1,4842
0,12275;-0,13397;0,49146;1,1807;-0,68826;-0,015202;-0,73152;-0,5661;0,24334;-0,97237
0,065747;-0,13397;0,25707;1,2982;-0,03001;-0,088226;-0,64873;0,92697;0,27232;-0,74305
0,0087433;-0,18629;0,19947;0,88537;0,58611;-0,16125;-0,66246;-1,9994;0,21517;-0,63982
-0,04826;-0,24558;0,14187;0,76882;0,83426;-0,23427;-0,71411;-0,79271;0,29266;-0,44926
-0,10526;-0,30482;0,084269;0,56799;1,0068;-0,22881;-0,76595;-0,86471;0,66001;-0,23348
-0,16271;-0,36405;0,026669;0,33647;0,90594;-0,1923;-0,81759;0,74781;0,68802;-0,017752
-0,22167;-0,42379;-0,02806;0,0038296;0,8052;-0,15579;-0,23905;-1,0439;1,2269;0,19798
-0,28062;-0,49253;-0,02806;0,0038296;0,63661;-0,11928;-0,59766;-1,4918;1,3193;0,90115
-0,33963;-0,56127;-0,02806;0,0038296;0,41259;-0,082766;-0,8027;-1,3872;1,3189;1,2566
-0,39858;-0,62996;-0,02806;0,0038296;0,31176;-0,046254;-0,7613;-1,5097;1,2735;1,3799
-0,53425;-0,69871;-0,02806;0,0038296;0,20088;-0,0097419;-0,71991;-0,86471;1,0352;1,3943
-0,79339;-1,1043;-0,45207;0,0038296;-0,00078191;0,02677;-0,67852;-1,5216;0,6342;1,3943
-1,48;-1,5543;-0,99232;-0,11854;-0,20236;0,063282;-0,63712;-1,3275;-0,16414;0,87759
-1,3874;-1,5048;-1,5044;-0,68318;0,059097;0,099795;-0,62532;0,74781;-1,0364;0,40696
0,002084;-1,0466;-2,0729;-1,2479;0,25347;0,13631;-0,62532;-0,89083;-1,7087;-0,26994
2,3773;1,1071;-2,0681;-1,5961;-0,015354;0,17282;-0,62532;-0,97421;-2,0803;-0,78135
1,8918;2,4436;-1,0165;-1,5961;-0,34238;0,20933;-0,62532;-0,59172;-1,8082;-1,1466
0,92271;1,0792;0,33463;-1,1599;-0,88004;0,24584;-0,62532;-0,77312;-0,60865;-1,216
0,3251;0,5203;1,4805;-0,63785;-1,4178;0,28236;-0,62532;-0,5661;-0,076625;-1,1587
0,3251;0,29784;1,2308;0,52731;-1,5119;0,13579;-0,62532;-0,72735;0,24334;-0,97467
0,3251;0,23124;0,80849;1,0985;-1,1163;-0,083278;-0,62532;0,76215;0,35895;-0,68705
0,3251;0,16464;0,42754;1,0985;-0,61699;-0,30235;-0,62532;0,74781;0,30081;-0,39938
0,3251;0,098042;0,11334;1,0985;-0,042823;-0,52142;-0,62532;-0,38694;0,38849;-0,26994
0,26761;0,056958;0,10773;0,91669;0,75981;-0,7405;-0,59573;-1,0439;0,46917;-0,12144
0,1176;0,056958;0,35459;0,71082;0,75981;-0,72412;-0,55434;0,49961;0,40532;0,046765
-0,032411;0,056958;0,51676;0,50496;0,75981;-0,61458;-0,51294;0,40098;0,53713;0,21745
-0,12347;0,056958;0,37276;0,29917;0,75981;-0,50504;-0,47155;-2,1786;0,94426;0,38813
-0,00129;0,056958;0,25994;0,24967;0,75981;-0,39551;-0,43016;0,090882;1,2843;0,48818
0,12084;0,056958;0,25994;0,45176;0,70361;-0,28597;-0,44795;-1,5216;1,3195;0,858
0,13509;0,056958;0,25994;0,65385;0,55697;-0,20254;-0,48934;-0,077508;1,3195;1,2179
0,13509;0,056958;0,25994;0,40966;0,41703;-0,12952;-0,53074;-0,14208;1,1615;1,3886
-0,31809;-0,046444;0,25994;0,17224;0,28262;-0,056491;-0,57213;-1,4022;0,73543;1,5593
-1,0287;-0,7306;0,084628;0,17224;0,1482;0,016533;-0,61352;-0,90054;-0,010999;1,198
-1,48;-1,6445;-0,50806;0,17224;0,028362;0,089558;0,26464;-2,1786;-0,83217;0,76659
-0,66296;-1,5278;-1,649;-0,19834;-0,038803;0,1102;-0,5702;-1,1066;-1,769;0,081385
1,3702;0,11423;-1,8706;-1,1809;-0,10605;0,1102;-0,92069;0,56865;-2,16;-0,49506
2,4153;1,7426;-1,7196;-1,2975;-0,17322;0,1102;-0,75511;-0,90651;-2,218;-0,948
0,94806;1,5505;0,021734;-1,4141;-0,41382;0,1102;-0,58954;0,88517;-2,0381;-1,4966
0,30828;0,88185;1,0173;-0,77816;-0,83758;0,1102;-0,42397;-0,86471;-1,3559;-1,6928
0,26446;0,62977;1,2222;0,13297;-0,94276;0,1102;-0,25839;-0,48367;-0,44078;-1,8941
0,2206;0,3147;1,0883;0,97902;-0,94276;0,1102;-0,24098;-1,0021;0,0013422;-1,7092
0,17673;0,056958;0,54049;1,4099;-0,81932;0,1102;-0,28238;-2,3578;0,16626;-1,5017
0,13061;0,056958;0,39021;1,3953;-0,24959;0,1102;-0,32377;0,74781;0,095111;-1,2757
0,040575;0,056958;0,23993;1,0985;0,32005;0,1102;-0,36516;0,74781;0,19332;-1,0497
-0,049414;0,056958;0,089652;1,0985;0,65462;0,1102;-0,40656;0,74781;0,20334;-0,76154
-0,1394;0,056958;-0,01366;0,88844;0,79029;0,1102;-0,50733;0,74781;0,39693;-0,42248
0,3251;0,056958;0,052822;0,6507;0,84573;0,1102;-0,63151;0,56095;0,61451;-0,26994
0,3251;0,056958;0,11926;0,42485;0,90117;0,1102;-0,75569;0,4074;0,97585;-0,019595
0,3251;0,056958;0,18574;0,42485;0,95661;-1,0674;-0,87987;-0,63576;1,3187;0,43553
0,3251;0,056958;0,25218;0,42485;1,012;-1,2711;-1,0041;-1,4022;1,3187;0,77701
0,3251;0,56772;0,19633;0,42485;0,96624;-0,906;-0,95028;-0,034532;1,3187;1,0271
0,3251;0,28129;0,12433;0,42485;0,87713;-0,54087;-0,8261;-1,4022;1,164;1,5634
-0,2899;-0,13807;0,052329;0,39424;0,78803;-0,17575;-0,70192;-1,1887;0,79939;1,2463
-0,98615;-0,99317;-0,019671;0,31452;0,62497;0,18937;-0,57774;-0,84383;0,35572;0,5868
-1,195;-1,3929;-0,70647;0,23472;0,42767;0,31887;-0,45356;-0,40843;-0,4803;0,46353
0,14774;-1,0349;-1,7849;-0,11028;0,23036;0,35538;-0,44795;-0,51235;-1,4513;-0,10761
3,1754;1,6799;-1,7801;-1,1751;0,031377;0,39189;-0,48934;-0,2675;-2,0121;-0,55963
2,3488;2,4436;-0,71926;-1,1751;-0,19901;0,4284;-0,53074;-0,5661;-2,114;-1,0117
1,0598;1,6484;0,73998;-0,96671;-0,49732;0,46492;-0,57213;-0,5661;-1,4559;-1,4534
0,55312;1,0183;1,8962;-0,027491;-0,8045;0,39684;-0,61352;-0,5661;-0,84518;-1,7
0,3251;0,59841;1,4715;0,94156;-0,94276;0,2873;-0,59573;-0,74526;-0,019826;-1,8109
0,29376;0,51656;1,1259;1,1712;-0,94276;0,17777;-0,55434;-0,83686;0,41513;-1,2511
0,23676;0,43474;0,78031;1,6247;-0,33828;0,06823;-0,51294;-0,2675;0,39238;-0,97968
0,17975;0,35289;0,68669;1,6977;0,32734;-0,041306;-0,47155;-0,87068;0,067115;-0,74834
0,11329;0,21688;0,6264;1,6135;0,63862;-0,072359;-0,43016;-0,99012;-0,025648;-0,52231
0,012694;0,073686;0,56606;1,2764;0,94991;-0,072359;-0,41836;0,56865;0,27;-0,29633
-0,087905;-0,069507;0,32602;0,90591;1,2611;-0,072359;-0,41836;-1,0695;0,58403;-0,20871
-0,17177;-0,13397;0,0089494;0,64976;1,2327;-0,072359;-0,41836;-0,63576;0,66894;-0,13935
-0,22877;-0,13397;0,022811;0,57759;1,1594;-0,072359;-0,41836;-1,2442;0,99986;-0,0049063
-0,28577;-0,13397;0,080411;0,50543;1,0861;-0,046254;-0,41836;-1,2657;1,2583;0,36491
-0,34278;-0,13397;0,13801;0,43327;0,96205;-0,0097419;-0,41836;-1,3018;1,2841;0,72822
-0,39978;-0,13397;0,19561;0,0038296;0,65487;0,02677;-0,41836;-1,5216;1,1734;0,96751
-0,6951;-0,48303;0,25321;0,0038296;0,3476;0,063282;-0,41836;-1,4858;0,99264;1,2069
-0,97217;-1,0973;0,00554;0,0038296;0,25699;0,099795;-0,41836;-1,0439;0,37711;1,3342
-1,0631;-1,2496;-0,58239;0,0038296;0,19493;0,1102;-0,41836;-0,93939;-0,59044;0,70391
-1,1541;-1,4019;-1,3966;-0,70734;0,13288;0,1102;-0,35897;-0,67059;-1,3882;0,025048
-0,33283;-1,0504;-1,8432;-1,0013;0,070822;0,1102;-0,27619;-0,58402;-1,98;-0,23912
2,4609;0,62977;-1,9385;-1,2954;-0,045754;0,1102;-0,1934;-0,5661;-2,2487;-0,9639
2,9283;2,1572;-0,91023;-1,261;-0,20705;0,1102;-0,11061;-0,5661;-2,0596;-1,4878
1,4367;2,1572;0,80225;-0,95782;-0,83758;0,057823;-0,027825;-0,50722;-0,93936;-1,8109
0,58641;1,2577;1,628;-0,32748;-1,1892;-0,015202;-0,034015;-1,223;-0,45449;-1,8109
0,17256;0,60782;1,7945;0,75686;-1,2853;-0,088226;-0,075409;-0,50722;-0,0032536;-1,638
0,22734;0,55055;0,73783;1,5623;-1,0932;-0,16125;-0,1168;0,27004;0,42457;-1,3237
0,28217;0,49323;0,69517;1,7082;-0,47856;-0,23427;-0,1582;-0,76647;0,55556;-1,0093
0,3251;0,43595;0,65251;1,6146;0,33144;-0,22881;-0,19959;-0,89032;0,71321;-0,44477
0,3251;0,37867;0,60985;1,3359;0,72572;-0,1923;-0,24098;-0,94151;0,57791;-0,24304
0,3251;0,34334;0,56718;0,97335;1,12;-0,15579;-0,28238;-1,2819;0,8499;0,23323
0,3251;0,34334;0,51631;0,42485;1,206;-0,11928;-0,32377;-1,1693;0,85946;0,43496
0,3251;0,34334;0,45867;0,42485;1,0397;-0,082766;-0,36516;-1,0439;1,1212;0,63306
0,3251;0,34334;0,40107;0,42485;0,87345;-0,046254;-0,40656;-1,0439;1,2843;0,81797
0,3251;0,33554;0,34347;0,42485;0,70713;-0,0097419;-0,44795;-0,94832;1,319;1,248
0,2222;0,17932;0,28587;0,42485;0,54089;0,02677;-0,48934;-1,5145;1,3194;1,3489
-0,73137;-0,25329;0,25994;0,34025;0,49098;0,063282;-0,53074;-1,88;1,1702;1,3943
-1,461;-0,85965;-0,062109;0,21937;0,49098;0,099795;-0,57213;-2,1786;0,85264;1,3943
-1,081;-1,0834;-1,0783;0,0985;0,27809;0,13631;-0,61352;-2,8355;0,080034;1,2641
0,61012;-0,37262;-1,8265;-0,31402;0,037072;0,17282;-0,47696;-1,1974;-0,74278;0,66307
3,1469;1,9352;-1,3145;-1,1682;-0,20395;0,20933;-0,27;-0,86471;-1,6849;-0,2268
1,9067;2,5982;-0,60886;-1,0305;-0,44497;0,24584;-0,063029;-0,77312;-2,2516;-0,59667
1,156;1,6154;0,91157;-0,78564;-0,68633;0,28236;0,14394;-0,47055;-2,3944;-1,1117
0,8499;0,80606;1,7908;0,21772;-0,93456;0,24038;0,35091;-0,38694;-2,2485;-1,5167
0,61012;0,76788;1,686;1,3667;-1,1827;0,16736;0,32054;-0,32225;-1,5277;-1,714
0,61012;0,72969;1,028;1,6775;-0,73675;0,094335;0,19636;-0,19182;-0,63494;-1,9112
0,61012;0,69151;0,54798;1,9884;-0,22589;0,02131;0,072177;-0,5661;-0,18386;-1,7709
0,61012;0,65333;0,54798;1,8016;0,31176;-0,051714;-0,052004;0,90906;0,064982;-1,5559
0,61012;0,62977;0,54798;1,549;1,0337;-0,046254;-0,17618;-0,2675;0,30081;-1,2323
0,57922;0,62977;0,54798;1,2496;1,1345;-0,0097419;-0,24098;-0,88262;0,45645;-0,90871
0,43671;0,62977;0,54798;0,78118;1,2353;0,02677;-0,28238;-1,0439;0,58628;-0,5484
0,31689;0,62977;0,54798;0,31279;1,2975;0,063282;-0,32377;0,56865;0,99486;-0,15802
0,27889;0,25029;0,54798;0,17224;1,2975;0,099795;-0,36516;0,56865;1,3187;0,23237
0,24089;0,1042;0,54798;0,17224;1,2975;0,18869;-0,40656;-1,1693;1,3189;0,68773
0,20288;0,19011;0,54798;0,17224;1,2392;0,29822;-0,47774;-1,441;1,3192;1,0861
0,16488;0,27603;0,54798;0,17224;0,97034;0,40776;-0,56053;-1,6202;1,3194;1,2153
-0,039869;-0,13397;0,35715;0,25526;0,75981;0,5173;-0,64331;-1,7545;1,0928;1,3943
-0,84746;-1,0091;0,14115;0,42485;0,75981;0,62683;-0,7261;-1,6573;0,60295;1,3943
-1,3565;-1,3273;-0,35011;0,42485;0,70688;0,65788;-0,80889;-1,0546;-0,084014;0,88266
-0,78646;-0,99317;-1,5641;-0,06613;0,4625;0,65788;-0,8027;-1,0227;-0,96547;0,36036
2,1303;0,34334;-1,5641;-0,92249;0,25557;0,65788;-0,7613;-2,5369;-1,7589;-0,22305
2,5551;2,1572;-1,1681;-0,92249;0,10893;0,65788;-0,71991;-1,0976;-2,2473;-0,59627
1,0472;1,8369;0,33674;-0,92249;-0,15421;0,65788;-0,67852;-0,74526;-2,1157;-1,1687
0,3251;0,7292;1,796;-0,55199;-0,51264;0,60551;-0,63712;-0,40843;-1,6251;-1,4841
0,3251;0,49051;1,796;0,49701;-0,67394;0,53248;-0,59573;-0,62884;-0,73848;-1,5824
0,3251;0,30868;1,6196;1,12;-0,76129;0,45946;-0,55434;-0,58402;-0,10678;-1,5032
0,3251;0,21822;0,8057;1,3912;-0,40637;0,38643;-0,51294;-0,86147;0,2047;-1,1172
0,18521;0,1278;0,50223;1,5763;-0,077661;0,31341;-0,47155;-0,79628;0,41827;-0,80434
0,026901;0,056958;0,43521;1,45;0,60663;0,26666;-0,43016;0,090882;0,3769;-0,49137
-0,13146;0,056958;0,36823;1,1745;1,0286;0,23015;-0,56672;-0,84763;0,39775;-0,31487
-0,097849;0,056958;0,30126;0,7763;1,0286;0,19363;-0,77368;-0,92359;0,64729;-0,15635
-0,038848;0,056958;0,23787;0,53856;0,98115;0,15712;-0,090689;-1,88;0,75371;0,07476
0,020108;0,056958;0,18027;0,042548;0,92738;0,12061;-0,68741;-1,3664;1,0665;0,36537
0,079065;-0,42035;0,12267;0,14359;0,87362;0,16258;-1,0393;-1,2409;1,3195;0,67309
0,11538;-0,42035;0,065069;0,24464;0,81985;0,23561;-1,0393;-0,86471;1,3195;1,0429
-0,27929;-0,42035;0,007469;0,34568;0,76609;0,30863;-1,0393;-1,4749;1,3195;1,4128
-0,67392;-0,42035;-0,02806;0,42485;0,6279;0,38165;-1,0393;-1,223;1,2306;1,7567
-0,71996;-0,89293;-0,02806;0,42485;0,4785;0,45468;-1,0393;-0,24958;0,87164;1,6088
-1,1396;-1,1704;-0,02806;0,42485;0,32918;0,47532;-0,97988;-0,2675;0,37665;1,4609
-1,6305;-1,9396;-0,7464;0,034363;0,31176;0,47532;-0,89709;-0,46938;-0,53399;0,88266
-1,2948;-1,776;-1,5596;-0,40774;0,17869;0,47532;-0,8143;-0,39051;-1,5519;0,019748
1,3702;-0,48717;-2,3115;-0,80885;-0,063257;0,47532;-0,73152;-0,35111;-2,2071;-0,35007
2,7447;2,1744;-1,9001;-1,0615;-0,3052;0,47532;-0,64873;1,0166;-2,184;-0,71995
1,3702;2,0961;0,00074003;-0,95279;-0,6767;0,42294;-0,59573;-0,15799;-1,3087;-1,1623
0,3251;0,60524;1,0527;-0,54861;-1,0669;0,34992;-0,55434;-0,16742;-0,356;-1,3939
0,3251;0,11423;1,5464;0,28847;-1,2486;0,2769;-0,51294;-0,25706;0,14811;-1,2706
0,3251;0,056958;0,72787;1,0985;-1,2088;0,20387;-0,47155;-0,76022;0,36483;-0,68296
0,3251;0,056958;0,48532;1,0985;-0,81748;0,13085;-0,43016;-0,5661;0,46889;-0,47392
0,3251;0,056958;0,24276;1,0985;-0,37329;0,057823;-0,38876;0,92697;0,27204;-0,26487
0,27156;0,056958;0,00024657;1,0985;0,56694;-0,015202;-0,34737;-0,74526;0,22479;-0,055828
0,19503;0,056958;-0,02806;0,65558;1,1223;-0,088226;-0,30597;-0,74526;0,4256;0,089104
0,12275;0,056958;-0,02806;0,15422;1,3667;-0,16125;-0,26458;-0,63576;0,55867;0,18156
0,065747;-0,31695;-0,02806;0,0038296;1,107;-0,23427;-0,22319;-0,79505;0,48651;0,27401
0,0087433;0,048705;-0,02806;0,0038296;0,99689;-0,20254;-0,24098;-1,88;1,0327;0,36647
-0,04826;0,010521;-0,02806;0,0038296;0,85025;-0,12952;-0,28238;-1,5097;1,2949;0,65668
